# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 12 03:47:53 2021
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
3087.01,364427226,PC,10h45m07.34s,161.2805950,-48d38m57.38s,-48.6492730,,,,,,,,,2459327.0665700,0.002651,-0.002651,0,4.1414861,0.0000244,-0.0000244,0,2.5730000,0.3790000,-0.3790000,0,7770.0000000,14.3921000,-14.3921000,0,,,,0,637.2290000,,,,1399.0000000,,,,12.3411000,0.006,-0.006,0,780.1200000,,,0,6920.0000000,403.9000000,-403.9000000,0,,,,0,,,,0,2021-06-04 01:36:32,2021-11-11 10:10:01
3088.01,362607799,PC,09h41m32.75s,145.3864600,-50d56m22.21s,-50.9395040,-7.4900000,2.946,-2.946,0,5.9220000,2.946,-2.946,0,2459303.4292390,0.003454,-0.003454,0,2.6337971,0.0000154,-0.0000154,0,2.5910000,0.3470000,-0.3470000,0,4790.0000000,6.8653700,-6.8653700,0,,,,0,163.7040000,,,,996.0000000,,,,12.9280000,0.006,-0.006,0,,,,0,3946.9000000,171.2000000,-171.2000000,0,,,,0,,,,0,2021-06-04 01:36:33,2021-11-09 16:02:01
3089.01,347715478,PC,12h11m24.11s,182.8504440,-11d59m51.25s,-11.9975690,-25.2990000,2.247,-2.247,0,-6.9100000,2.204,-2.204,0,2459303.8126660,0.001657,-0.001657,0,9.3095833,0.0000373,-0.0000373,0,2.2320000,0.1700000,-0.1700000,0,10280.0000000,10.1841000,-10.1841000,0,9.7035100,,,0,26.9021000,,,,,,,,12.4641000,0.006,-0.006,0,314.2980000,,,0,5229.0000000,,,0,,,,0,0.9300000,,,0,2021-06-04 01:36:33,2021-11-11 10:10:01
309.01,228507250,PC,23h52m09.5s,358.0395790,-15d48m03.78s,-15.8010500,-3.6290000,2.154,-2.154,0,-51.3810000,2.154,-2.154,0,2458360.0114400,0.001710,-0.001710,0,6.1573600,0.0000100,-0.0000100,0,2.1550000,0.2810000,-0.2810000,0,12940.0000000,10.0845000,-10.0845000,0,,,,0,67.2884000,,,,797.0000000,,,,12.4154000,0.006,-0.006,0,345.2880000,,,0,5329.0000000,255.4000000,-255.4000000,0,,,,0,,,,0,2018-12-20 19:43:30,2021-11-07 12:02:10
3090.01,309913305,PC,10h08m17.99s,152.0749590,-53d17m13.37s,-53.2870480,-2.8870000,3.045,-3.045,0,-6.9800000,2.952,-2.952,0,2459331.2958890,0.003060,-0.003060,0,6.3272109,0.0000444,-0.0000444,0,3.6690000,0.3450000,-0.3450000,0,7840.0000000,8.9317100,-8.9317100,0,,,,0,97.4256000,,,,875.0000000,,,,13.0037000,0.006,-0.006,0,,,,0,4580.9000000,246.9000000,-246.9000000,0,,,,0,,,,0,2021-06-04 01:36:33,2021-11-09 16:02:01
3091.01,306255021,PC,11h06m29.82s,166.6242640,-56d03m20.99s,-56.0558300,-8.2350000,0.047,-0.047,0,1.8000000,0.042,-0.042,0,2458594.0520620,0.001136,-0.001136,0,2.7496515,0.0002371,-0.0002371,0,3.8540000,0.1260000,-0.1260000,0,15730.0000000,2.3950200,-2.3950200,0,22.7089000,0.9205900,-0.9205900,0,12099.9000000,,,,2921.0000000,,,,11.9519000,0.007,-0.007,0,1082.7800000,33.8850000,-33.8850000,0,10146.0000000,215.1000000,-215.1000000,0,4.3600000,0.0600000,-0.0600000,0,1.7700000,0.0700000,-0.0700000,0,2021-06-04 01:36:33,2021-10-29 12:59:15
3092.01,274911536,PC,09h58m17.68s,149.5736670,-58d55m35.65s,-58.9265690,-31.1790000,0.033,-0.033,0,23.3740000,0.029,-0.029,0,2459331.2702890,0.002144,-0.002144,0,4.4163989,0.0000205,-0.0000205,0,1.8100000,0.2510000,-0.2510000,0,7110.0000000,10.3836000,-10.3836000,0,7.8961400,0.4733480,-0.4733480,0,177.7630000,,,,1017.0000000,,,,12.8017000,0.006,-0.006,0,449.1390000,3.4140000,-3.4140000,0,6273.0000000,129.7000000,-129.7000000,0,4.5900000,0.0800000,-0.0800000,0,0.9300000,0.0400000,-0.0400000,0,2021-06-04 01:36:33,2021-11-09 16:02:01
3093.01,272885406,PC,10h46m48.39s,161.7016420,-49d02m53.62s,-49.0482280,0.4410000,0.026,-0.026,0,-0.4950000,0.026,-0.026,0,2459325.4605860,0.002388,-0.002388,0,4.3653308,0.0000182,-0.0000182,0,3.4560000,0.3090000,-0.3090000,0,8090.0000000,5.4078300,-5.4078300,0,14.0676000,0.6943280,-0.6943280,0,1061.6700000,,,,1590.0000000,,,,12.9661000,0.006,-0.006,0,989.4620000,15.4990000,-15.4990000,0,7109.0000000,134.2000000,-134.2000000,0,4.2400000,0.0900000,-0.0900000,0,1.5700000,0.0600000,-0.0600000,0,2021-06-04 01:36:33,2021-11-09 16:02:01
3094.01,272645619,PC,10h45m44.04s,161.4334930,-52d32m17.33s,-52.5381480,-10.1680000,1.173,-1.173,0,3.1830000,1.173,-1.173,0,2459327.8044790,0.001205,-0.001205,0,2.8396238,0.0000087,-0.0000087,0,2.3910000,0.5320000,-0.5320000,0,10100.0000000,30.3274000,-30.3274000,0,12.1990000,1.0556200,-1.0556200,0,1063.3000000,,,,1590.0000000,,,,12.5612000,0.006,-0.006,0,707.1510000,,,0,5915.3000000,190.6000000,-190.6000000,0,,,,0,1.1600000,0.0700000,-0.0700000,0,2021-06-04 01:36:33,2021-11-11 10:10:01
3095.01,270075071,PC,09h56m15.04s,149.0626660,-60d00m12.49s,-60.0034700,-12.4770000,0.034,-0.034,0,7.7090000,0.031,-0.031,0,2459326.6341020,0.003344,-0.003344,0,4.2839945,0.0000258,-0.0000258,0,3.0800000,0.2700000,-0.2700000,0,9440.0000000,11.6056000,-11.6056000,0,9.7790400,,,0,443.1210000,,,,1278.0000000,,,,13.0517000,0.006,-0.006,0,536.2220000,5.1935000,-5.1935000,0,6022.0000000,122.0000000,-122.0000000,0,4.4600000,,,0,1.0300000,,,0,2021-06-04 01:36:34,2021-11-11 10:10:01
3096.01,229465678,PC,13h08m45.04s,197.1876670,-28d14m04.08s,-28.2344660,-19.5800000,2.189,-2.189,0,14.2860000,2.180,-2.180,0,2458590.5280720,0.001427,-0.001427,0,4.4273519,0.0006433,-0.0006433,0,2.8640000,0.4380000,-0.4380000,0,17130.0000000,16.8280000,-16.8280000,0,,,,0,,,,,,,,,13.1510000,0.012,-0.012,0,277.8230000,,,0,,,,0,,,,0,,,,0,2021-06-04 01:36:34,2021-10-29 12:59:15
3097.01,163262555,PC,11h32m17.93s,173.0747020,-47d29m47.02s,-47.4963950,-26.8880000,3.030,-3.030,0,40.2190000,3.030,-3.030,0,2458593.7832730,0.001771,-0.001771,0,1.3684064,0.0001732,-0.0001732,0,1.4260000,0.1700000,-0.1700000,0,8930.0000000,11.6285000,-11.6285000,0,8.7920900,1.5008400,-1.5008400,0,449.2940000,,,,1282.0000000,,,,12.9900000,0.020,-0.020,0,347.4150000,,,0,5000.0000000,400.2000000,-400.2000000,0,,,,0,0.8900000,0.1500000,-0.1500000,0,2021-06-04 01:36:34,2021-10-29 12:59:15
3098.01,163260812,PC,11h32m33.07s,173.1377720,-46d18m54.96s,-46.3152670,-19.9300000,0.039,-0.039,0,3.7260000,0.035,-0.035,0,2458590.7377190,0.000624,-0.000624,0,4.7332043,0.0002534,-0.0002534,0,3.9650000,0.0870000,-0.0870000,0,14980.0000000,0.8112720,-0.8112720,0,17.1023000,0.7410370,-0.7410370,0,698.5630000,,,,1432.0000000,,,,11.3150000,0.006,-0.006,0,401.0110000,4.5140000,-4.5140000,0,6438.0000000,128.2000000,-128.2000000,0,4.2900000,0.0800000,-0.0800000,0,1.3500000,0.0600000,-0.0600000,0,2021-06-04 01:36:34,2021-10-29 12:59:15
3099.01,163030461,PC,11h28m26.01s,172.1083890,-45d00m59.14s,-45.0164270,-5.6270000,0.030,-0.030,0,5.1870000,0.025,-0.025,0,2459330.0646180,0.000379,-0.000379,0,2.5543095,0.0000023,-0.0000023,0,2.2390000,0.0480000,-0.0480000,0,18680.0000000,1.3243800,-1.3243800,0,13.5543000,0.6471440,-0.6471440,0,559.5740000,,,,1354.0000000,,,,12.5869000,0.006,-0.006,0,444.7360000,4.5340000,-4.5340000,0,5990.0000000,128.3000000,-128.3000000,0,4.5300000,0.0800000,-0.0800000,0,0.9500000,0.0400000,-0.0400000,0,2021-06-04 01:36:34,2021-11-11 10:10:01
310.01,175477257,PC,23h24m25.4s,351.1058140,-36d58m33.59s,-36.9759980,-2.0200000,0.072,-0.072,0,-1.9920000,0.069,-0.069,0,2458356.5878800,0.001490,-0.001490,0,4.2695600,0.0000100,-0.0000100,0,3.5750000,0.1400000,-0.1400000,0,7660.0000000,1.7636400,-1.7636400,0,11.9375000,0.6560700,-0.6560700,0,497.1770000,,,,1315.0000000,,,,12.4191000,0.006,-0.006,0,557.7510000,14.7420000,-14.7420000,0,5798.0000000,127.0000000,-127.0000000,0,4.2200000,0.0800000,-0.0800000,0,1.3000000,0.0700000,-0.0700000,0,2018-12-20 19:43:30,2021-10-29 12:59:15
3100.01,162620529,PC,11h21m19.21s,170.3300280,-44d18m28.87s,-44.3080200,-25.9720000,0.031,-0.031,0,6.1800000,0.028,-0.028,0,2459330.0834680,0.000774,-0.000774,0,3.2907468,0.0000063,-0.0000063,0,2.3090000,0.0840000,-0.0840000,0,15760.0000000,4.0195300,-4.0195300,0,14.0568000,,,0,430.3470000,,,,1268.0000000,,,,13.1472000,0.006,-0.006,0,697.6810000,9.7805000,-9.7805000,0,6229.0000000,122.0000000,-122.0000000,0,4.4500000,,,0,1.0800000,,,0,2021-06-04 01:36:34,2021-11-11 10:10:01
3101.01,157213708,PC,11h43m15.91s,175.8162780,-30d04m23.39s,-30.0731640,0.3390000,0.035,-0.035,0,-1.8920000,0.024,-0.024,0,2458589.1491230,0.004224,-0.004224,0,4.0416494,0.0015703,-0.0015703,0,3.6460000,0.4500000,-0.4500000,0,6150.0000000,13.3231000,-13.3231000,0,14.0222000,,,0,699.8800000,,,,1432.0000000,,,,13.2285000,0.009,-0.009,0,1121.7900000,39.2350000,-39.2350000,0,5933.0000000,122.0000000,-122.0000000,0,3.9600000,,,0,1.7900000,,,0,2021-06-04 01:36:35,2021-10-29 12:59:15
3102.01,147092818,PC,10h47m46.85s,161.9452060,-47d01m29.79s,-47.0249430,-10.5150000,2.921,-2.921,0,9.3290000,2.921,-2.921,0,2459329.1057710,0.002685,-0.002685,0,3.8769776,0.0000237,-0.0000237,0,4.5260000,0.2610000,-0.2610000,0,2760.0000000,1.7587400,-1.7587400,0,,,,0,897.7380000,,,,1524.0000000,,,,12.7544000,0.006,-0.006,0,744.9170000,,,0,5569.2000000,245.0000000,-245.0000000,0,,,,0,,,,0,2021-06-04 01:36:35,2021-11-11 10:10:01
3103.01,133129971,PC,09h57m38.34s,149.4097550,-51d20m07.92s,-51.3355340,-4.6840000,0.029,-0.029,0,-2.8950000,0.029,-0.029,0,2459303.2060610,0.003028,-0.003028,0,4.3437796,0.0000235,-0.0000235,0,2.7740000,0.2630000,-0.2630000,0,7750.0000000,9.0058900,-9.0058900,0,11.8307000,0.7013070,-0.7013070,0,466.2200000,,,,1294.0000000,,,,12.8420000,0.006,-0.006,0,730.2250000,9.9940000,-9.9940000,0,6513.0000000,134.0000000,-134.0000000,0,4.3200000,0.0900000,-0.0900000,0,1.3200000,0.0600000,-0.0600000,0,2021-06-04 01:36:35,2021-11-04 16:02:02
3104.01,132963419,PC,09h57m03.27s,149.2636330,-49d45m01.71s,-49.7504760,-11.0480000,2.904,-2.904,0,2.2810000,2.904,-2.904,0,2458588.2992060,0.004554,-0.004554,0,10.3069451,0.0019728,-0.0019728,0,2.5990000,0.3220000,-0.3220000,0,6340.0000000,14.8724000,-14.8724000,0,,,,0,16.5348000,,,,561.0000000,,,,12.6304000,0.006,-0.006,0,,,,0,4445.0000000,171.5000000,-171.5000000,0,,,,0,,,,0,2021-06-04 01:36:35,2021-10-29 12:59:15
3105.01,124454726,PC,13h15m12.92s,198.8038350,-31d22m07.5s,-31.3687510,-30.1360000,0.107,-0.107,0,5.4910000,0.114,-0.114,0,2458593.8598880,0.004737,-0.004737,0,5.3414857,0.0017538,-0.0017538,0,2.5240000,0.3600000,-0.3600000,0,2270.0000000,5.6253600,-5.6253600,0,5.3989800,0.4030470,-0.4030470,0,221.3390000,,,,1074.0000000,,,,11.6814000,0.006,-0.006,0,354.0900000,8.9515000,-8.9515000,0,6068.0000000,128.5000000,-128.5000000,0,4.4100000,0.0800000,-0.0800000,0,1.1000000,0.0600000,-0.0600000,0,2021-06-04 01:36:35,2021-10-29 12:59:15
3106.01,124453339,PC,13h14m35.68s,198.6486850,-30d43m21.81s,-30.7227260,-41.4700000,1.122,-1.122,0,-1.7990000,1.122,-1.122,0,2458595.2751580,0.001376,-0.001376,0,1.4852514,0.0001440,-0.0001440,0,1.8360000,0.1190000,-0.1190000,0,4370.0000000,2.3210600,-2.3210600,0,8.6488300,,,0,937.2450000,,,,,,,,11.8817000,0.008,-0.008,0,288.3000000,,,0,5506.2000000,,,0,,,,0,1.2800000,,,0,2021-06-04 01:36:35,2021-10-29 12:59:15
3107.01,124174267,PC,13h06m54.32s,196.7263520,-31d42m59.01s,-31.7163910,-15.7330000,0.052,-0.052,0,0.1570000,0.054,-0.054,0,2458591.6135220,0.002316,-0.002316,0,4.7360504,0.0010071,-0.0010071,0,4.8470000,0.4970000,-0.4970000,0,13180.0000000,10.2005000,-10.2005000,0,18.3591000,1.1110500,-1.1110500,0,765.0720000,,,,1465.0000000,,,,12.4770000,0.009,-0.009,0,650.5920000,13.0685000,-13.0685000,0,5776.0000000,129.6000000,-129.6000000,0,4.0500000,0.0800000,-0.0800000,0,1.6000000,0.0800000,-0.0800000,0,2021-06-04 01:36:35,2021-10-29 12:59:15
3108.01,124146529,PC,13h05m53.33s,196.4722180,-31d47m29.6s,-31.7915550,-37.9480000,0.053,-0.053,0,-8.5950000,0.068,-0.068,0,2458585.9848720,0.002463,-0.002463,0,6.8987680,0.0021452,-0.0021452,0,2.5780000,0.3780000,-0.3780000,0,10780.0000000,22.1208000,-22.1208000,0,8.6846000,,,0,67.8779000,,,,799.0000000,,,,13.1948000,0.009,-0.009,0,410.8100000,6.6125000,-6.6125000,0,5205.8000000,87.0000000,-87.0000000,0,4.5300000,,,0,0.8500000,,,0,2021-06-04 01:36:35,2021-10-29 12:59:15
3109.01,120723776,FP,10h56m14.53s,164.0605600,-52d28m56.27s,-52.4822960,,,,,,,,,2459327.8892410,0.000335,-0.000335,0,2.8831285,0.0000026,-0.0000026,0,3.5300000,0.0600000,-0.0600000,0,26290.0000000,2.7356400,-2.7356400,0,28.6734000,1.2011800,-1.2011800,0,523.5700000,,,,1332.0000000,,,,12.4830000,0.023,-0.023,0,,,,0,,,,0,,,,0,1.7700000,0.0700000,-0.0700000,0,2021-06-04 01:36:36,2021-10-29 12:59:15
311.01,434105231,APC,23h37m20.59s,354.3357730,-13d27m20.86s,-13.4557950,52.9690000,0.052,-0.052,0,-30.6450000,0.043,-0.043,0,2458354.9986400,0.000500,-0.000500,0,0.7963200,0.0000300,-0.0000300,0,1.1750000,0.0510000,-0.0510000,0,38913.6000000,1729.2900000,-1729.2900000,0,19.6284000,4.3341200,-4.3341200,0,767.3890000,,,,1466.0000000,,,,12.9517000,0.006,-0.006,0,232.8610000,1.8810000,-1.8810000,0,4062.7000000,135.5000000,-135.5000000,0,4.6100000,0.2300000,-0.2300000,0,0.9000000,0.0600000,-0.0600000,0,2018-12-20 19:43:30,2021-12-06 10:10:01
3110.01,104022675,PC,13h03m56.79s,195.9866280,-32d26m11.19s,-32.4364420,-8.8770000,0.040,-0.040,0,-5.0100000,0.039,-0.039,0,2458594.2988960,0.003233,-0.003233,0,0.7430055,0.0001512,-0.0001512,0,1.1740000,0.2120000,-0.2120000,0,3850.0000000,10.5098000,-10.5098000,0,7.1514300,,,0,1773.2000000,,,,1807.0000000,,,,13.0326000,0.006,-0.006,0,572.7470000,8.2240000,-8.2240000,0,5635.9000000,73.2000000,-73.2000000,0,4.3500000,,,0,1.1100000,,,0,2021-06-04 01:36:36,2021-10-29 12:59:15
3111.01,103832313,PC,12h59m02.61s,194.7608590,-35d58m22.5s,-35.9729170,-8.3350000,0.073,-0.073,0,5.7820000,0.061,-0.061,0,2458591.9757500,0.002533,-0.002533,0,4.6406360,0.0008758,-0.0008758,0,2.9840000,0.2640000,-0.2640000,0,15710.0000000,13.7449000,-13.7449000,0,13.1303000,,,0,107.9870000,,,,898.0000000,,,,14.6574000,0.006,-0.006,0,726.6210000,19.4160000,-19.4160000,0,4539.0000000,122.0000000,-122.0000000,0,4.2700000,,,0,1.0200000,,,0,2021-06-04 01:36:36,2021-10-29 12:59:15
3112.01,98662211,PC,12h22m54.59s,185.7274470,-11d35m58.51s,-11.5995850,21.9010000,0.051,-0.051,0,-22.3040000,0.037,-0.037,0,2459302.0236720,0.000920,-0.000920,0,4.2842125,0.0000076,-0.0000076,0,1.7070000,0.2160000,-0.2160000,0,12670.0000000,35.1112000,-35.1112000,0,15.4570000,1.3261000,-1.3261000,0,117.6400000,,,,917.0000000,,,,12.5042000,0.007,-0.007,0,384.7070000,5.0315000,-5.0315000,0,4911.0000000,128.1000000,-128.1000000,0,4.1900000,0.0900000,-0.0900000,0,1.1900000,0.0800000,-0.0800000,0,2021-06-04 01:36:36,2021-11-04 16:02:02
3113.01,94346376,PC,11h48m25.12s,177.1046520,-52d29m00.26s,-52.4834060,-3.2030000,1.249,-1.249,0,1.3740000,1.249,-1.249,0,2458591.7790660,0.005693,-0.005693,0,3.1339232,0.0018819,-0.0018819,0,4.0290000,0.4640000,-0.4640000,0,6230.0000000,12.7390000,-12.7390000,0,,,,0,1420.1300000,,,,1710.0000000,,,,13.2725000,0.006,-0.006,0,1394.8600000,,,0,5980.5000000,600.1000000,-600.1000000,0,,,,0,,,,0,2021-06-04 01:36:36,2021-10-29 12:59:15
3114.01,94011343,PC,11h45m28.41s,176.3683900,-50d53m18.39s,-50.8884430,7.9920000,0.043,-0.043,0,3.4020000,0.036,-0.036,0,2458591.2133330,0.001654,-0.001654,0,4.4070871,0.0005874,-0.0005874,0,2.2380000,0.2430000,-0.2430000,0,8890.0000000,9.0399900,-9.0399900,0,11.3019000,0.6933920,-0.6933920,0,158.9830000,,,,989.0000000,,,,11.6001000,0.006,-0.006,0,304.5990000,3.0600000,-3.0600000,0,5478.0000000,123.6000000,-123.6000000,0,4.2700000,0.0800000,-0.0800000,0,1.1800000,0.0600000,-0.0600000,0,2021-06-04 01:36:36,2021-10-29 12:59:15
3115.01,93093765,PC,11h38m47.8s,174.6991840,-52d24m01.21s,-52.4003360,0.7280000,0.038,-0.038,0,-2.4820000,0.031,-0.031,0,2458594.4352930,0.003768,-0.003768,0,2.7964132,0.0008425,-0.0008425,0,1.5850000,0.2810000,-0.2810000,0,3530.0000000,12.2219000,-12.2219000,0,6.7110200,0.5124490,-0.5124490,0,394.4200000,,,,1241.0000000,,,,12.5831000,0.006,-0.006,0,550.0380000,8.2760000,-8.2760000,0,6455.0000000,133.5000000,-133.5000000,0,4.5100000,0.0900000,-0.0900000,0,1.0600000,0.0500000,-0.0500000,0,2021-06-04 01:36:36,2021-10-29 12:59:15
3116.01,80778619,PC,11h03m48.3s,165.9512630,-48d31m34.71s,-48.5263070,-22.5240000,0.088,-0.088,0,1.6370000,0.065,-0.065,0,2458595.4075340,0.003172,-0.003172,0,1.6482090,0.0004003,-0.0004003,0,2.0300000,0.2890000,-0.2890000,0,3590.0000000,6.9348200,-6.9348200,0,9.7389000,0.7280440,-0.7280440,0,1755.7300000,,,,1803.0000000,,,,12.4173000,0.007,-0.007,0,713.7600000,25.5810000,-25.5810000,0,6316.0000000,134.2000000,-134.2000000,0,4.1400000,0.0900000,-0.0900000,0,1.5800000,0.0900000,-0.0900000,0,2021-06-04 01:36:36,2021-10-29 12:59:15
3117.01,73082014,PC,12h38m40.27s,189.6677980,-45d24m59.6s,-45.4165560,-16.8940000,0.054,-0.054,0,-7.6860000,0.078,-0.078,0,2458593.3815650,0.002025,-0.002025,0,3.2695009,0.0006115,-0.0006115,0,3.0900000,0.2690000,-0.2690000,0,16140.0000000,12.1771000,-12.1771000,0,16.9460000,,,0,526.6730000,,,,1334.0000000,,,,13.4259000,0.006,-0.006,0,787.7850000,25.8600000,-25.8600000,0,5552.0000000,123.0000000,-123.0000000,0,4.1900000,,,0,1.3200000,,,0,2021-06-04 01:36:37,2021-10-29 12:59:15
3118.01,58461209,PC,13h25m30.45s,201.3768670,-28d24m49.11s,-28.4136420,6.7300000,0.082,-0.082,0,-18.3180000,0.104,-0.104,0,2458594.4801610,0.003285,-0.003285,0,3.8098324,0.0009063,-0.0009063,0,3.8810000,0.3530000,-0.3530000,0,3250.0000000,2.8347100,-2.8347100,0,10.3911000,0.7088670,-0.7088670,0,618.9620000,,,,1389.0000000,,,,11.4553000,0.008,-0.008,0,423.1050000,11.3365000,-11.3365000,0,5406.0000000,129.2000000,-129.2000000,0,3.9100000,0.0900000,-0.0900000,0,1.7800000,0.1100000,-0.1100000,0,2021-06-04 01:36:37,2021-10-29 12:59:15
3119.01,57793060,PC,11h39m02.24s,174.7593540,-32d11m26.1s,-32.1905840,-4.4430000,0.028,-0.028,0,5.5440000,0.018,-0.018,0,2459289.2977830,0.003451,-0.003451,0,8.9075160,0.0000525,-0.0000525,0,3.5220000,0.6200000,-0.6200000,0,8610.0000000,16.5712000,-16.5712000,0,14.3733000,,,0,230.8280000,,,,1085.0000000,,,,13.0462000,0.006,-0.006,0,971.2540000,21.4860000,-21.4860000,0,6407.0000000,122.0000000,-122.0000000,0,4.2000000,,,0,1.4900000,,,0,2021-06-04 01:36:37,2021-11-09 16:02:01
312.01,180145006,APC,00h58m05.6s,14.5233320,-37d56m33.21s,-37.9425580,7.1020000,0.050,-0.050,0,-6.0820000,0.043,-0.043,0,2458357.5460400,0.002580,-0.002580,0,3.5413787,0.0006284,-0.0006284,0,2.2737223,0.1613238,-0.1613238,0,4832.1666634,301.6489000,-301.6489000,0,10.2854319,0.7395744,-0.7395744,0,765.8934500,,,,1341.7198298,,,,12.2607000,0.006,-0.006,0,506.7150000,9.7745000,-9.7745000,0,5755.0000000,126.7000000,-126.7000000,0,4.2300000,0.0800000,-0.0800000,0,1.2825900,0.0676131,-0.0676131,0,2018-12-20 19:43:30,2021-10-29 12:59:15
